Author,Reviews,Location,Ratings,Review Title,Review Text,Date of Experience
Omar,1,US,4,Very easy to send money,Very easy to send money ,2024-04-03
Robert DiMarco,5,US,5,Easy to use,Once set up easy to do repeat payments ,2024-04-03
Everton,4,GB,4,Good service,Good service ,2024-03-31
Patarakamol,1,US,5,it is very good,it is very goodVery high rateEasy to transfer,2024-04-04
customer,3,US,5,During so many years with Money gram I…,"During so many years with Money gram I never has a problem.  The service is secure, fast and convenient.  Is too easy to send money direct to bank accounts.  ",2024-04-04
Brenda,1,US,1,Transaction was cancelled by MG with no…,Transaction was cancelled by MG with no explanation.  I was told I would receive a full refund within 10 business days.  It is now April 4 and I have yet to receive my money. I have used MG many times in the past but this experience has not been handled well by the staff I have spoken with.,2024-03-11
Dennis,1,US,5,The app is very easy to use and the…,The app is very easy to use and the price is exceptional ,2024-04-04
Motaz,2,GB,2,Bad communication,"Bad communication,  had problem with translation and took me two days trying to get hold of agent but no way only live chat . So I cancelled the transaction and been charged for the fees . Unhappy ",2024-04-01
Tamari,1,US,5,Good staff and good service,Good staff and good service ,2024-04-04
Eric,1,US,1,multiple transfers canceled!,"I've had multiple transfers just terminated without any explanation.  Whenever I try to call and ask, the phone call takes a LONG time to get anyone to actually answer.  I'm placed on hold repeatedly.  It seems the guiding principle at MoneyGram is ""keep them waiting until they give up"".  then .. if the customer doesn't give up, tell them .. it must have been some sort of glitch, or limit reached.  wait until NEXT month and try again.  Generally speaking, if I'm trying to send a money transfer via moneygram, I NEED it to be there in minutes.  Not wait until NEXT MONTH!",2024-03-25
Larry,1,US,5,I’m going to need to change my email…,I’m going to need to change my email address.  I’m told I can’t update it on my account. I’ll need to delete my account and create a new one. This is a major hassle and I will lose my Premier membership status. Every other online business lets you update your email without any problem. Not a happy customer.,2024-04-04
JJG,1,GH,3,I pretty much like everything,"I pretty much like everything, from how easy the app is, through the entire transaction. I really appreciate how you provide many payment methods. That I believe is what distinct you from your competitors. However, I wish you could offer better exchange rates. Others are offering much better rates than you do, and they do not charge fees for transactions made. But you, on the contrary have lower rates and higher fees.😞Should you look into this area, you would be the best👌Thank you ",2024-04-02
Abdullah Ali-Ahmadi,11,GB,5,Great service,"Great service, simple, fast, easy and no fuss",2024-04-04
Roland,1,US,5,Fast,Park in front of moneygram agent.Open app and transfer.Go in the store to get the cash.,2024-03-01
Assad Butt,6,GB,5,Best service and reliable.,No review text,2024-04-04
Dawn Provencher,1,US,5,I love MoneyGram at least once every month,I send money to people in several countries at least once a month and have for years.  The service and the EASE is awesome.  FAR exceeds any experience I have had with other money transfer methods.  Thanks for making it safe and easy.  ,2024-04-04
Larysa,5,US,5,Reliable,"Reliable, accurate and quick ",2024-03-07
Norma,1,US,3,You charged me too much money to send…,You charged me too much money to send $525.00 to Lorraine Bazelias.Why so much money for fees?? Return most of the money that you charged me!!,2024-03-05
Elica,2,US,5,I love the app because this very…,I love the app because this very convenient for me save that used wheelchairs thank you for this app love the seri,2024-03-05
Dadhi,1,US,4,"Good,convenient","Good,convenient ",2024-03-14
Wilhelmina,1,US,5,Excellent service!,Excellent service!! Highly recommended!,2024-04-04
Wallace,3,US,5,easy and a nice discount,"easy and a nice discount, otherwise expensive",2024-04-03
customer,14,GB,5,An excellent experience ,I had an excellent experience using the Moneygram system to transfer funds to my wife in Georgia.I was able to transfer the money from my account promptly and she was able to collect the money transfer from the Moneygram office without any issues.,2024-03-22
Mihai Stoica,4,GB,5,Quick and easy,No review text,2024-03-28
Helder,6,GB,5,Easy and super fast,No review text,2024-01-03
Mr Saeed Abuzour,7,GB,5,Very fast,"Very fast, low fees charge",2024-03-28
jaspreet singh,4,GB,5,"So good ,very easy to use","So good ,very easy to use ",2024-04-03
Krishna,1,GB,5,Very fast and good experience,Very fast and good experience  ,2024-04-01
Andrea,2,GB,5,Experience well,No review text,2024-03-15
Neil Robertshaw,14,GB,5,Supporting families abroad,"I support individuals and families in Sierra Leone, MoneyGram has made it possible to send that support when it is most needed. MoneyGram has been literally, a life saver",2024-04-01
Vasile,2,GB,4,Is cool and fast,Is cool and fast ,2024-04-04
K Plummer,22,GB,5,Effective and quick transfer,Effective and quick transfer. Good rates.,2024-03-25
Nizam Damani,2,GB,5,I am very happy,I am very happy ,2024-04-04
Ahmed Khaled,5,JO,5,Best exchange rate.,No review text,2024-04-02
Isabelle Oster,6,GB,1,Cashier unawareness of policies and rude,"Even though my friend collecting the money in Copacabana had the correct ID at the time, the cashier refused to pay her saying her ID was old (the cashier had no awareness that if you’re over 70 you do NOT need to renew it), she was also very rude and disrespectful when was tried to explain the legislates. ",2024-03-07
Lucia,6,GB,5,Good service ,"Is the best service, I used from long time and I can confirm that is the best ",2024-03-05
William,1,GB,5,Thank you so much ,"Thank you so much the money I send to my wife in the Philippines she got it in about 5 minutes so fast i was very happy with your company Money, grab I will only ever use your services thank you again ",2024-04-04
Jaime,4,GB,4,Moneygram online is the best and is…,Moneygram online is the best and is very easy to use and easy to send money to my family ..,2024-04-04
Dave Taylor Acred,6,GB,3,Latest Experience. ,Previous attempt to transfer to this receiver was cancelled when the receiver attempted to collect their money with no explanation as to why .... second time a transfer was sent it completed ok. That was my latest experience. Was this your 'All Fools Day' joke ? ,2024-04-01
Kirk ,5,FR,5,Sending money is reliable with money…,Sending money is reliable with money gram at anytime ,2024-03-31
Abhilash,1,GB,5,Very fast service..easily accessible,Very fast service..easily accessible ,2024-04-03
Maria,1,GB,5,Good experience sending money abroad,Good experience sending money abroad. Easy app to use and as well online. ,2024-03-29
P M,7,GB,5,I love MoneyGram.,I find it hassle free to use MoneyGram. The rate is also quite good. Well done MoneyGram. ,2024-04-02
Indrid Kamberi,5,GB,5,Very easy to send money from the app,Very easy to send money from the app ,2024-04-04
Michael,1,DE,2,Everything was fine till the point I…,Everything was fine till the point I needed to make 2 urgent transfers. one went through perfect but the other one was on pending more than 2 days even the transfers habe been made within a 5 minute range. I needed to cancle and go to Western Union which worked perfect,2024-04-01
Martha Tressler,18,GB,5,Easy to transfer money and no fee with…,Easy to transfer money and no fee with a UK debit card!,2024-04-02
Nestor Lopez Cerezo,4,GB,4,Fast secure my money brilliant money…,Fast secure my money brilliant money gram.,2024-04-04
Paulo,1,GB,5,Made me feel wonderful ✨️ I love money 💰…,Made me feel wonderful ✨️ I love money 💰 gram ,2024-04-04
Antonio,1,GB,5,It is just simple and easy to send…,It is just simple and easy to send money to your family relatives ,2024-04-04
Gugu Dlamini,6,GB,5,Good customer service ,Fast and reliable. Good value for money. Good customer service.,2024-03-07
Jacqueline Hawley,6,GB,5,Quick and easy to use .comfort and…,Quick and easy to use .comfort and trust in good hands ,2024-03-28
Lee,1,GB,3,App problem,The app never works lately when I send money. So I have to use my laptop is ok but inconvenient sometimes.,2024-04-03
Udayan,1,GB,5,Good service.correct time delivery…,Good service.correct time delivery moneys receivers account ,2024-04-04
Samanta Scarlett,5,GB,5,It was my first time sending money…,"It was my first time sending money abroad via the app.  It was quick, easy & straight forward. Will defo use all the time now. ",2024-04-01
Wendy Hylton,3,GB,5,My experience being great excellent ,My experience being great I really never had a problem with money gram,2024-04-04
